1	-1	252	338	332	481	0	-1	-1	-1
1	-1	688	376	263	372	0	-1	-1	-1
1	-1	1117	423	276	365	0	-1	-1	-1
1	-1	1376	401	225	379	0	-1	-1	-1
1	-1	1165	144	121	332	0	-1	-1	-1
2	-1	233	341	332	481	0	-1	-1	-1
2	-1	678	384	263	372	0	-1	-1	-1
2	-1	1117	426	276	365	0	-1	-1	-1
2	-1	1400	418	225	379	0	-1	-1	-1
2	-1	1157	147	121	332	0	-1	-1	-1
3	-1	233	341	332	481	0	-1	-1	-1
3	-1	677	389	263	372	0	-1	-1	-1
3	-1	1119	428	276	365	0	-1	-1	-1
3	-1	1403	421	225	379	0	-1	-1	-1
3	-1	1154	148	121	332	0	-1	-1	-1
4	-1	232	343	332	481	0	-1	-1	-1
4	-1	677	388	263	372	0	-1	-1	-1
4	-1	1121	427	276	365	0	-1	-1	-1
4	-1	1403	420	225	379	0	-1	-1	-1
4	-1	1149	147	121	344	0	-1	-1	-1
5	-1	232	343	332	481	0	-1	-1	-1
5	-1	676	388	263	372	0	-1	-1	-1
5	-1	1124	428	276	365	0	-1	-1	-1
5	-1	1401	419	225	379	0	-1	-1	-1
5	-1	1145	145	121	344	0	-1	-1	-1
6	-1	232	343	332	481	0	-1	-1	-1
6	-1	677	389	263	372	0	-1	-1	-1
6	-1	1122	429	276	365	0	-1	-1	-1
6	-1	1403	431	225	379	0	-1	-1	-1
6	-1	1144	145	121	344	0	-1	-1	-1
7	-1	233	345	332	481	0	-1	-1	-1
7	-1	676	389	263	372	0	-1	-1	-1
7	-1	1123	428	276	365	0	-1	-1	-1
7	-1	1402	432	225	379	0	-1	-1	-1
7	-1	1142	142	121	344	0	-1	-1	-1
8	-1	233	347	332	481	0	-1	-1	-1
8	-1	677	389	263	372	0	-1	-1	-1
8	-1	1124	431	276	365	0	-1	-1	-1
8	-1	1403	435	225	379	0	-1	-1	-1
8	-1	1128	144	133	348	0	-1	-1	-1
9	-1	233	346	332	481	0	-1	-1	-1
9	-1	676	389	263	372	0	-1	-1	-1
9	-1	1125	430	276	365	0	-1	-1	-1
9	-1	1405	436	225	379	0	-1	-1	-1
9	-1	1131	145	133	348	0	-1	-1	-1
10	-1	234	348	332	481	0	-1	-1	-1
10	-1	676	391	263	372	0	-1	-1	-1
10	-1	1125	432	276	365	0	-1	-1	-1
10	-1	1404	438	225	379	0	-1	-1	-1
10	-1	1129	146	133	348	0	-1	-1	-1
11	-1	232	348	332	481	0	-1	-1	-1
11	-1	676	392	263	372	0	-1	-1	-1
11	-1	1125	432	276	365	0	-1	-1	-1
11	-1	1405	439	225	379	0	-1	-1	-1
11	-1	1100	148	161	356	0	-1	-1	-1
12	-1	233	347	332	481	0	-1	-1	-1
12	-1	677	391	263	372	0	-1	-1	-1
12	-1	1128	433	276	365	0	-1	-1	-1
12	-1	1407	438	225	379	0	-1	-1	-1
12	-1	1106	162	161	356	0	-1	-1	-1
13	-1	234	347	332	481	0	-1	-1	-1
13	-1	677	390	263	372	0	-1	-1	-1
13	-1	1125	435	276	365	0	-1	-1	-1
13	-1	1408	440	225	379	0	-1	-1	-1
13	-1	1104	164	161	356	0	-1	-1	-1
14	-1	234	349	332	481	0	-1	-1	-1
14	-1	676	389	263	372	0	-1	-1	-1
14	-1	1124	432	276	365	0	-1	-1	-1
14	-1	1410	445	225	379	0	-1	-1	-1
14	-1	1100	166	161	356	0	-1	-1	-1
15	-1	232	349	332	481	0	-1	-1	-1
15	-1	676	390	263	372	0	-1	-1	-1
15	-1	1121	432	276	365	0	-1	-1	-1
15	-1	1410	449	225	379	0	-1	-1	-1
15	-1	1094	156	161	356	0	-1	-1	-1
16	-1	233	350	332	481	0	-1	-1	-1
